crop_area,crop_type,harvest_season,rainfall,temperature,soil_type,farming_technique,waste_produced
380.7947176588889,corn,winter,94.03782891950131,15.033905882946927,clay,traditional,33.74917642998056
951.207163345817,sugarcane,winter,109.00466754987177,14.748258392187752,loamy,modern,138.00488562643056
734.6740023932911,wheat,summer,108.46622928669804,27.948047733460136,clay,modern,49.40674853635123
602.6718993550662,sugarcane,summer,122.3968028704321,26.33456038244697,sandy,organic,83.0066597778831
164.45845403801215,sugarcane,winter,88.62010240485014,27.193311031755425,loamy,traditional,27.650437729584766
164.43457513284062,corn,summer,65.83996184587261,25.672364210314566,loamy,modern,13.110349230758638
67.50277604651747,sugarcane,summer,60.590040730830516,26.072837016867574,loamy,organic,9.78203288604201
867.5143843171858,corn,winter,82.6223430147146,29.84511686809394,sandy,modern,77.49877286544856
605.1038616257767,rice,summer,71.44448575976128,27.22309686200706,loamy,modern,71.87671821801779
710.9918520180851,rice,monsoon,90.89149884076726,30.204546751530565,loamy,organic,67.46573352979101
30.378649352844423,corn,monsoon,139.22736432279947,25.857309206132985,clay,organic,2.0644596003756623
970.2107536403744,rice,monsoon,88.68165382348933,23.498091297401146,clay,traditional,121.29941217828679
834.1182143924175,wheat,monsoon,88.6704741599633,25.97101431078123,loamy,modern,82.85387191162154
220.2157195714934,sugarcane,winter,99.50803671232634,20.819110592563515,loamy,organic,37.83743128394469
190.00671753502962,wheat,winter,87.83125026363801,23.100765355440455,clay,organic,17.60741199669433
191.5704647548995,sugarcane,winter,97.97826292845419,25.887856543200186,clay,traditional,27.846201640948987
311.1998205299424,rice,monsoon,116.22607667444039,25.82159165950506,clay,traditional,34.04089209245955
529.5088673159155,wheat,monsoon,126.54253164289942,24.46790559998506,sandy,organic,50.19429439804318
437.62556845569463,rice,summer,130.0963959921707,18.059076449128966,sandy,traditional,42.57972197168739
298.3168487960615,sugarcane,summer,161.7055666219306,28.182047732103573,clay,organic,43.02168381528139
615.7343657751557,corn,monsoon,117.08078338517313,29.171142032997746,loamy,modern,49.00324972651775
148.09892204552142,corn,monsoon,167.03436704047928,33.21845247626119,clay,traditional,11.686390157155909
299.22320204986596,wheat,monsoon,76.7055457582107,27.208879982943657,sandy,modern,36.354282310495314
372.6982248607548,rice,monsoon,162.73854707273756,25.007309170957416,loamy,modern,52.92382434997177
461.50928437486556,rice,summer,88.58871837341229,19.93485245194925,sandy,modern,51.22254919521527
787.3242017790834,wheat,monsoon,91.53943207710894,32.460089346805276,loamy,organic,62.64001191186502
207.67704433677613,corn,summer,96.4038235773138,26.23916488437012,sandy,modern,16.449350458190164
519.0920940294754,sugarcane,monsoon,93.44137866523806,25.966865869127282,loamy,modern,80.79546564511604
596.4904231734221,wheat,monsoon,102.5752119017951,23.72971900910574,loamy,modern,54.51633722668103
55.98590859279775,sugarcane,monsoon,82.59915992534683,23.41015216782569,loamy,organic,7.716838173240387
611.4694033824239,corn,summer,124.89886519214116,28.441333670254235,loamy,modern,56.659023813837315
178.8188824504186,rice,summer,83.41494896136462,19.89279688670704,sandy,modern,20.9056048845436
74.40107705542673,corn,winter,119.66831194758674,33.1271592957939,sandy,traditional,6.346263181201493
949.3966818807999,wheat,monsoon,145.83170858571293,32.037632287691864,loamy,organic,86.10737676130186
965.9757127438138,rice,winter,89.28692890576781,23.229692265664553,loamy,modern,115.25704832684994
810.3133746352966,wheat,winter,123.83150253937532,20.680677170634787,sandy,traditional,78.30594280000105
311.56763148163697,wheat,summer,116.77477866709555,14.923970058222928,loamy,organic,29.05251874436347
106.69539286632003,corn,summer,167.5866064665925,18.742930637578866,loamy,organic,9.52175327959303
687.3906962470353,wheat,winter,84.8550830546515,28.64955746441437,loamy,organic,59.192058278172155
445.7509688022053,corn,monsoon,123.85214850417353,26.576709294503267,clay,organic,36.7300824695154
130.81785249633106,rice,summer,51.21966724670341,27.46826782653044,loamy,organic,15.140667271405219
500.2251410101575,corn,monsoon,85.12424767789561,15.772101823379192,clay,organic,41.67805636097948
44.04463590406621,rice,monsoon,110.60178512790723,23.02092189948668,loamy,modern,5.104820887695209
910.2271980579942,corn,winter,141.79479907269342,31.83636403141041,sandy,modern,79.13291753204602
266.1921817840167,sugarcane,winter,63.22199905047392,24.51986297340323,clay,modern,36.17670499474977
665.8970615104422,sugarcane,winter,123.58271922223332,18.638526326880076,clay,modern,111.4467282597457
318.59396532851684,wheat,winter,98.10329630551124,24.441988345785493,loamy,traditional,31.767632885766982
524.8673409660327,corn,summer,54.35417039823062,21.14491290817375,loamy,modern,36.41108655831608
551.2431765498469,corn,summer,105.4476053784637,26.668395299726985,clay,organic,47.09916715318916
193.00591097027177,rice,winter,151.27483698934634,25.102726894438575,sandy,modern,22.70015920570667
969.888781486913,wheat,summer,66.3873202026515,27.716483320411452,sandy,modern,80.42474969708512
777.3814951275034,corn,winter,96.7018685388945,18.910381866174436,loamy,organic,64.25815589847745
940.1039521485473,wheat,monsoon,70.40083046081301,22.756417156674505,sandy,modern,103.47344131633832
895.8790769233724,sugarcane,monsoon,85.94251204269952,30.452171706995546,sandy,modern,151.61144029197033
601.9209790229743,corn,monsoon,142.965104305739,18.22859972782259,loamy,modern,46.331774837120854
922.6554926728857,corn,winter,91.85426573525852,19.98443991980011,sandy,traditional,74.88506742927754
97.6075770314003,wheat,monsoon,142.0469721254598,25.99648654996032,loamy,modern,9.810085002860472
204.02303379495373,corn,summer,133.2716214379476,26.43364919541896,clay,organic,18.753475124787446
54.775016021432684,wheat,monsoon,89.11786259546656,22.55575078628615,loamy,organic,5.033556351296402
332.0770274556317,corn,monsoon,84.92201618181302,23.60783558680575,clay,modern,25.331740359112572
394.7905167925872,rice,monsoon,73.12003579556495,27.66612780777821,clay,modern,43.42038606697098
278.63554145615694,wheat,summer,72.07356417419787,29.248175008799336,sandy,modern,23.82570573902537
830.45013406041,corn,winter,110.5962218352353,19.653891673551204,sandy,organic,68.08220990661803
363.1857934266534,sugarcane,summer,99.40644054355103,26.82159760313975,sandy,organic,63.201401091089295
288.1251645905069,corn,winter,81.2918369521238,32.56008000002861,loamy,traditional,22.59250622901408
547.269122326666,sugarcane,winter,53.53711233630163,24.420539693194335,sandy,traditional,74.85084649817846
149.51498272501502,sugarcane,monsoon,103.18536303466635,19.600804231057403,clay,traditional,22.846322286020694
804.1750109464992,rice,winter,85.91343462816,19.36954045586392,sandy,organic,102.18605072793932
83.80513724297312,wheat,summer,94.14106913253718,24.19631279344068,sandy,traditional,8.249473382371175
987.0180672345122,corn,summer,109.13985486094245,30.179236524338094,loamy,modern,90.04396322388708
774.5223216036909,rice,winter,24.945914158364104,24.796220750766896,loamy,modern,85.39236954829158
206.72852471883067,corn,monsoon,54.00176188872626,25.94615989952964,clay,organic,16.063683500744055
15.466895952366375,sugarcane,monsoon,168.89329230415564,20.018291589130982,loamy,traditional,2.3887046047654317
817.3068141702859,wheat,summer,84.80168479901147,29.915588164882738,sandy,modern,84.94240094439336
709.788770409141,corn,monsoon,24.477006928074132,19.271707144173227,loamy,organic,57.05127738921993
731.7170963605774,corn,winter,56.50179461451243,22.477517578641834,clay,traditional,51.0538340007127
773.5576432190862,sugarcane,winter,174.534021059243,28.149574310231472,sandy,modern,143.16244535772086
83.30420521674945,corn,summer,78.9100761919048,14.80284250840034,clay,traditional,6.507078127516123
364.8810712588299,corn,winter,134.7704573469147,25.86980574842854,loamy,organic,29.512361943156172
124.71036892987841,sugarcane,summer,103.63353995011616,19.804632168041095,loamy,traditional,19.860302891549726
864.4723916168376,rice,winter,85.45098887503087,25.082746994545566,clay,organic,97.13379123650154
627.0651455592823,sugarcane,summer,123.26336412289278,23.239721961440317,sandy,traditional,94.59522044973488
337.5890446041227,rice,monsoon,28.469299739311353,35.52917412674244,loamy,modern,37.767341288359354
72.9227667831634,wheat,winter,56.76602140430192,23.03439405400047,loamy,organic,7.5953077763873
317.8724984985056,rice,winter,85.22946963581317,34.213256864416714,sandy,organic,37.09181971255827
331.9314888064796,rice,summer,59.712868051911755,27.934761455916874,loamy,organic,40.902132346835025
732.3101165546834,wheat,summer,82.57666634488085,20.99270514635136,clay,traditional,65.56711279363135
641.181896641661,rice,winter,125.61139137048484,26.654054626298784,loamy,traditional,70.56399306123681
888.3406151505633,sugarcane,summer,103.96410164007943,23.477951268310942,loamy,modern,115.0604436428941
477.4927759103298,rice,winter,139.91851106528767,26.210787453706168,sandy,organic,53.227857349896475
128.3983034789187,wheat,monsoon,105.86125853055233,21.430545062833666,clay,organic,9.535468879364785
716.1123393507651,sugarcane,summer,129.7738249448358,33.45088816672979,sandy,traditional,104.11807720196161
763.1771981307285,wheat,winter,98.07789099614507,29.626990453983623,loamy,traditional,72.24051987422021
565.6644255938013,wheat,monsoon,82.29173549920651,25.158907840807956,loamy,modern,57.42009219492796
773.2575081550153,corn,monsoon,144.41704166625664,33.645573840347666,sandy,modern,62.13654671512543
498.85764040074685,corn,winter,78.71949136191799,25.371396220414244,sandy,traditional,44.925442008859626
527.5055010881741,wheat,summer,110.31534469372897,30.48812482430582,sandy,organic,66.43567904879163
433.26560817496414,wheat,winter,123.06692089673419,25.19150293761212,clay,modern,48.255126141050994
35.164935476654236,wheat,monsoon,125.2447811341257,26.96943797405289,loamy,traditional,3.3571585562218504
116.81251272337141,corn,winter,65.03671989339941,24.592806095286104,sandy,traditional,8.883927312045072
41.11489382986691,corn,summer,131.55851217484798,25.476506769369685,loamy,organic,3.5749114164724283
